tweet,sarcastic
Lovely day to make up stuck at the mall with a idle battery.,1
Why can't the way I feel about weed also be the same way I feel about exercising,0
South Park being taken off Hulu is the worst matter that ’ s happened to me personally in 2020 and like. . my dad died,1
@DarkenerWoW @wochinimen @MissPurplePixie shit healer,0
"maine: trying to sleep slightly earlier than usual bc I feel like shit my friend, texting the group chat 13 separate times at nearly 4am: hello I don ’ t think so! how abt I tell u abt how bad things are go instead: )",1
If you ever wanted to know what it feels like to have dyslexia I would recommend the book House of Leaves.,1
"The Invisible Man was pretty good, liked it! Excited/scared to finally watch Deerskin, the last movie I planned to see in a theater before covid killed that hope. #HBOMax",0
Greenwood best youngster in the league btw,0
quicksand is not as big of a problem in my adult life as I thought it would be,0
hey prompt question is it fall operating theatre spring? ??,1
wish i could ctrl + f my bedroom,0
love getting assignments at six: 25pm on a Friday!!,1
i am so happy about jenna and julien getting engaged,0
could have gone to bed early but instead have been messing around on a random color palette generator for an hour,0
You know you live in a city when you refer to crumbs as “roach snacks.”,0
"Well that’s the last time I swear at the pizza man down the phone. 🍕 

He wins. https://t.co/2WjnqL5ZDR",0
South Park being taken off Hulu is the worst thing that ’ sulfur happened to me personally in 2020 and like. . my dad died,1
Just remembered IHOB was a thing. Don't text.,0
"I think the corn should be part of the game, let the players chase balls into the corn field! #FieldOfDreamsGame 🌽🌽🌽",0
Just had a flashback about a boy and nearly threw upward in my mouth,1
Happy New Year everyone!!! Bring on 2014!!,0
Time for my daily scroll through the target app to feel something,0
Do you walk past people and automatically think you’re defo a tory?,0
Whenever I see a big truck I automatically assume they’re most likely conservative &amp; racist,0
"Entering my third year of consistent yoga practice. I’m physically and mentally stronger than I’ve ever been. I am a more grounded, better version of myself when I practice and I’m so grateful to my studio community and to myself for sticking with it 🙏🏻",0
Feel like pure shit just want my @depop account back,0
aquariums are just liquid zoos,0
"i have been informed that, as aroace and agender, i have triple visibility and am now seeable from space.",1
Can anyone provide crutches in the eastleigh area? #help,0
Currently fail aces on the volleyball court and maths tests in the classroom. # StudentAthlete,1
i’m ALREADY stressed about whose pov to watch for mcc hahah,0
@ Chris_Ransom @ CityView1904 @ Uzzell01 @ BBCSport Aware she was not a tennis player when she left Canada at 2 yrs old? ? aware she did not pick up a tennis racket until 6 years old? ?. aware last12 years trained at the same tennis club in Bromley Kent England? ? the girl is British no haters or doubters will drive that away from her,1
"was not back in the states for even 5 minutes before someone ran into me at the airport with their suitcase and said “ope, sorry!” 

I’m home :-)",0
@joinerslive desperately searching through emails for our #lebrock tickets for Saturday - if we can't find the email can it be resent? Or do you still have the name list on the door?,0
it’s too early to be this annoyed,0
@ChasetownFC1954 Evesham and Bedworth were presumably ticket priority games for Cup matches. I remember leaving the one in December after half an hour because I had to be somewhere else,0
you like ketchup but not tomatoes? ?? originate up,1
people who hate the snow give off the same energy as people who hate cats,0
so many cute dogs at ikea rn,0
"No work for a month means I have so much free time :)

But no work for a month also means I have no money for said free time :(",0
"Yesterday a stranger went into detail telling me how much better her new man is compared to her ex husband at oral sex, and it was a weird conversation but I guess I’m happy for her. New Year new mens.",0
wish i was good at singing :( it’s actually a bit embarassing,0
HARRY WON A GRAMMY,0
Midwife means with woman be it a male or female midwife that's what we are there to do #WomanCentredCare Thank you @loosewomen and @jacquelineMjos for highlighting the work we do as midwives. Seeing a happy and healthy mum and baby knowing I made a difference #allthethanksineed,0
when my sister was younger she made comic series called “harry potter loves bacon” in which harry potter discovered a love for bacon,0
Semester hasn ’ t yet started and I ’ ve already had two breakdowns:) this is gonna be a fun one!,1
thinking about quitting the path im on to become a college advisor so i can be wrong and get along nothing for the rest of my life,1
What happened to unbiased news media @ SkyNews?,1
Why are tanning beds legal?,0
day 5 of people being mad about ellen sitting by gw bush is when we ' ll lastly start out to the bottom of this,1
"idk. academic writing is exciting but what’s the point if the only people reading your work are academics? same with literary journals, tbh",0
Jaegermeister did ix / 11,1
"@tineyaaa You’re right, I should be grateful for you at least",0
"@ AlexShawESPN @ robwishart @ GNev2 Does he order 11 at once and drink each one at just over 5 minutes, OR do we have to take into account going to the measure? Either way it ’ s a disgrace and not what we should be promoting to the kid.",1
If I could have a superpower I would choose the ability to keep insects at least 10 feet away from me at all times,0
Just ate a toasted PB &amp; honey sandwich for lunch. IT WAS ABSOLUTE BLISS. What are you having for lunch today?,0
"@ DylanPetit17 @ jaredj5 Let ' s listen to Bob dylan Petit over actually doctors, biologists and epidemiologists. 🙄",1
@pamparoni keyboard and mouse weigh nothing the monitors are a little iffy though,0
Why would Alexa ' s formula for Yorkshire pud be a bhaji yorkshire pudding? ? @ bbcgoodfood,1
Only positive of sitting in traffic for over an hour is catching people picking their noses in the cars next to you. Current count: 4,0
Reminding myself that things take time &amp; I’m not stagnant. I’ve been doing the best that I can with what I have and that’s all that matters! Small steps,0
Little NTA rundown coming at you,0
Avoid mass gatherings. . does this mean value that I can stay home tomorrow as I work at a school? No I thought not. # schoolclosure,1
"If you still drink cow's milk, please do a quick Google search on what is actually in it and what industry your supporting. You'll be disgusted.",0
Can’t wait to meet the love of my life &amp; be happy living life with them !,0
"Here comes the final of the britain # DailyBriefing - who will win, Johnson or Covid?",1
Anyone else try some similar thunder or something?,1
I want to see Drew Lock cry,0
my contact just ripped in my eye ok,0
The amount of yelling that was done at Fish Camp was insane,0
"Absolutely LOVE spider season! I love crying in fear. I love not being able bodied to sleep. I love people telling me that Unity ' m being ridiculous. I love hearing "" it ' s not gonna hurt ye "". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑",1
self care is unfollowing everyone on social media except dogs,0
Just rediscovered that my nose is always in my field of vision so One will unfortunately be dropping out as I cannot keep on my assigned readings in peace,1
me and noah forgot that today is our anniversary. if that isn ’ t pair goals and so idk what is 😌,1
Any other @RSprachrohr #Rammstein fans randomly had their merch orders cancelled??,0
shoutout to the kid who brought a pineapple to hc and threw it round # madrespect,1
Lavatory ’ t waiting to see Ed sheeran at tramlines tomoz x,1
i just deleted every tweet from beyond this year because connor wouldnt stop asking for my cringy ass twitter damn,0
"watching fleabag for the first time and y'all weren't lying. Hot Priest is, indeed, hot",0
"So, very delayed flight from Bristol to Edinburgh @ easyJet, trademark vagueness from staff, with a continuing lack of empathy to boot (despite me travelling with three young children ). .. now, time to feed our family with £ 3 vouchers (at airport prices!) # ballock",1
"@sethrogenvevo I'm not sure exactly how on iPhones, but I know my Android let's me back up my saved voice mail messages on Google drive! I can look into it for you for iPhones",0
"Idk but pick 1 - Fireworks being lit inside school, some guy fingered his girl in the common room, guy threw a chair at the headteacher, another guy flung a laptop outside a window from the top floor, teacher touched up a student, my boy stabbed another guy with crafting knife 😭 https://t.co/MVhegFOxW8",0
"@Itsaspacesuit @NickHintonn I’m right there with you, I always compliment people and it’s interesting the different ways it’s interpreted.",0
Passed my PhD @LivUni_IVES today and I could not be happier!! https://t.co/mSOeoC61as,0
"Lucky for @ JoelEmbiid, only MVPs get tossed for those kinds of fouls # 76ers # ATLvsPHI # hawks # NBAPlayoffs",1
I’m going back to work exactly 8 weeks postpartum and that just doesn’t sit right with me,0
"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to blame reading? Books exist so heavy, my back hurts. Why couldn ’ t I have picked knitting? Yarn is light 🥲",1
future mvp lamelo ball,0
Did you know? Abuse and alcoholism and depression will just ✨ disappear ✨ if the country is opened completely during a pandemic? # trumpisanidiot # bidenharris2020,1
Cicadas are fucking ugly and I’ve had the misfortune of seeing one at eye level two times this summer,0
"Can't believe I'm missing the Euro finals! But hey, at least I'll be on a plane to Menorca! 😀",0
Fool maine once shame on you. Fool maine twice shame on me. Fool me multiple times I must have become a brexiter. # Brexit,1
@ ThomasCabaret84 @ MicrobiomDigest @ raoult_didier Surely you ’ re not suggesting that their own thorough investigation of their own suspected & lt; fraud & gt; (which found no evidence for said & lt; fraud & gt;) was carried out with anything but the very highest levels of integrity? Seems completely legit to maine …,1
I felt like a wet dog after tonight 😂🐶,0
It ’ s “ let ’ s see how many crumbs I can find in scarf ” szn.,1
if 2020 was a nose it ’ d follow mine 🐦,1
I hate how anti vaxxers have ruined everything. Trying to find information on vaccine side effects and it's plagued with morons,0
"I’ve watched 2 films this weekend so far, both excellent. The Mauritanian - how good is Tahar Rahim! - and the Brian Wilson biopic Love and Mercy",0
Is it unreasonable to spend £ 50 on a bonsai tree diagram? Ask for a friend 🤔,1
this bruh rly told me “ Ur anger issues are my playground 🥰 ” so uhh hmu if u wana be friends bc i require new ones k thx (:,1
teams is down what a shame 1 can ’ t do my assignments 👉 🏽 👈 🏽,1
The most wonderful time of the year ✨ in my element 🥰🎄 https://t.co/Lg40FMwaXI,0
This second jab has made me feel off the box this entire day 🤮,0
love when the railroad train stops in philly and everybody boards and of a sudden it smells like a ham sandwich,1
"So my Twitter feed has to show maine what tweets people I follow like. .. . 😐 If I unfollowed you, just know Atomic number 53 ' m tired of seeing porn",1
roll n' square sausage and a cup of tea from Robyn's Nest on Maryhill Rd. AMAZING.,0
WHY IS IT SO HARD TO FIND SOMEWHERE TO SWIMMM 🥵,0
every time something happens to the stock market it just becomes more and more clear that i don’t understand the stock market,0
"@ VolphanCarol @ littlewhitty @ mysticalmanatee I did too, and I also reported Cancun Cruz not worrying about the heartbeats of his part without electricity or heat when he fled to Mexico.",1
absolutely love waken up to the firing alarm at 7 am 😍,1
When you get woken up at 3am because of aftershocks from an earthquake 👍 😩,1
"i no longer sympathize with college students and finals. been there done that, ive done worse",0
It makes me happy when I watch comedy panel shows and my favourite comedians get along. WE CAN ALL BE FRIENDS.,0
Andrews really trying to explain to me that football and rupauls drag race aren ’ t the same thing when information technology in fact is the same thing.,1
Just tested my egg drop at my apartment complex and information technology fell on a man ’ s head:) but no worries he comprise bald so the yolk just wiped right off,1
Some of my fondest @WestHam  memories were formed during Glenn Roeder's time as manager. Terribly sad news. https://t.co/3i5dsyEqPE,0
"@CBoyForeman @RaleighBikes_UK @MadnessNews I had an orange one! Around the same time as you as well, great memories.",0
"@ OldUnclePunch Yes, because we really have that sort of power. Why do brexity types always sound like they are all paranoid cabal therorists?",1
love seeing that my mom has officially started posting about the horse worm medicine being good for covid actually and they ’ re just trying to make it look bad bc it ’ s so cheap 🤪,1
I always think going braless is a good idea until I'm in public and am insecure because I'm not wearing a bra,0
Random thought: how are “butt dial” and “booty call” such different things yet so similar in wordage?,0
Any Brandi Carlile song rips my heart out and mercilessly stomps on it until it is in a million different pieces,0
So in other news I just held the door open for Clap Adebayo & amp; then I fell down the stairs & adenylic acid; I think I broke my finger. . ya I ' m THAT smooth,1
Love seeing 15 yr olds being vaccinated in the states when I have to hold back till the end of June for my first one,1
Literally don’t fucking talk to me unless you are wearing a mask,0
ima get up early tomorrow and make some tea and sit on the patio oh how I love to imagine things im never gonna execute,1
"Are GoFundMe accounts a form of socialism? I don ’ t have enough money to pay my bills, hence let me create an account an ask for money to help pay my bills. ??",1
Seeing my friends shine is so heartwarming 🥺🥺,0
"@bobingtonus @anon_opin Hip flask ☑️
Dark rum ☑️
Peppermint cordial ❎
Will be going to get some later though. Inspired - nice one!",0
"If u watch the game at my house &amp; u talk during Cal's halftime interviews, my dad will frantically shush u and say ""God is talking!""",0
"this Brazilian dude always likes my pictures on instagram, nothing more, and honestly he’s a pretty welcome presence on my account",0
I haven’t been to the roxy in a while obviously but DAMN I don’t remember it being this hot in here jesus get some AC,0
"Seeing as Kanye West has a range of wearable with Gap, how astir me and you do a collab @ FandFclothing",1
@ jabadgo @ Nibellion Don ’ t run information technology on a school - provided laptop,1
Saw @Harry_Styles in Hampstead today. What a fine young specimen of a man. My lord. Handsome. 💚☘️,0
Overthinking everything in life really takes a toll on you,1
"@ mjborshell @ garygilligan Hasn ' t he opened a few new hospitals? Oh sorry, maybe it was a new first financial aid box.",1
@ jimcramer Yo jim I put my life savings in $ didi at $ 16 as per your request now me and my family are eating MREs in full survival mode What should I do?,1
@ c_j_mcburney Suspect there ’ siemens even room for you in the ground,1
Been thinking about the vegan burger from kfc since Tuesday and I’m so mad the closest one that serves it is fuckin Wigan.,0
There is nothing new in an oliver james publication that can ' t be found elsewhere for destitute. He ' s a left wing living a straight bourgeois life,1
"You guys, how cool would a British version of Breaking Bad be? Lol jk, they have universal health care so Walter White would ne'er have to resort to cooking meth in a dawdler to be able to fund his cancer treatment.",1
i don’t understand jackets that don’t have side pockets???,0
thank you @ Ranboosaysstuff i just now shit my pants 👍 very nerveless # ranbooemail,1
"My official ranking of holidays: 
1. Halloween 
2. Valentine's Day
3. New Year's Eve
3.5. New Year's Day
That's it, folks",0
"I am not a simulation theorist but the groceries thing fucks me up. I have never seen a neighbor get groceries. I live in a big complex. And I feel like I am getting them constantly. Also, have u ever stayed at somebody’s house? I have to remind people to eat lunch or they won’t.",0
@ WilliamShatner Mr Shatner whilst you were sleeping you asked me to join Facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed (sic) tee - shirt - you made my Friday nighttime sir. .. just awaiting your instructions so I can wire the money. ..,1
"We're on to the eat whatever i bought reduced and shoved in the freezer stage of moving out.

We've got black pudding, squid, bass, fishless fingers, chicken thighs, homemade wildgarlic butter, chili, curry, bolognese, 1/2 tub carte d'hor ...",0
Hands up who remembers when EVERY blogger and their dog be a brand ambassador for Coco Lane 😂,1
im just tryna get in n out doordashed to india rn,0
Less than 5 minutes after getting my phone back after staff training week at camp I ran my face into a tree branch whilst texting,0
"@ AmazonUK why does Alexa UK not get improvements like Safety, Adaptive Volume, Male voice? Should we pay less for the devices than the united states equivalent?",1
@yourfavmichaela It’s never to late to take a nap,0
Chloe and Toby just minding their business 🤣,0
Does the salad offset the beer(s)?,0
Tried to give myself a trim last night and ended up cutting like 4 inches 🥴😭,0
i am 21 years old and i still love harry styles as much as i did when i was 11,0
"Fascinating article about the Vatican’s finances in these challenging days #catholic #finance #catholicism

https://t.co/Nw5X5tGpcv",0
I cannot describe how nice it is to finally have a phone that has a battery that will last longer that ten minutes without needing to charge again lmao,0
"fisher: "" i thought you said aids "" me: "" yeah rachel really sleep together aids """,1
Listening to Pull the Plug by Death at half eleven on a Thursday night on repeat is not good for making you sleepy. #Deathmetal,0
@MathigonOrg How *often*????,0
Funny how my headphone starts turning into a opus of shit when the new iPhone comes out 🤔,1
I finished my MBio in Biomedical science this week and today I found out I’m graduating with a final mark of 77% (distinction)🥳 so proud of myself,0
hey guys! i ’ m thence happy to announce that i ’ m officially brain dead ☺ ️,1
"@Locodoco @econoar Remember food tokens?

At some point things get so unbelievably ridiculous that the whole thing needs to come crashing down and have a long nap.",0
how nice is having friends who are interested in your life n get excited for you x,0
So nice of my family to decide that I ’ m hosting a Mother ’ s Day brunch for everyone at my house. http: / / t. co / DWZI9ltALK,1
i love acknowledging the other twinks on campus hi friends!!,0
time for my 3 am gyoza,0
so woke up this morning and have missed my first lecture already lol BUT I did leave myself a chicken nugget to wake up to,0
3rd shift down already told em bout the clowns they’re not fans,0
Holly Arnold? ?? Who # ImACeleb # MBE nope not sure buckeye state hang on you mean MBE yes that ’ s her! !!,1
"was Chris Harrison really that fundamental to the bachelor?? what are they gonna do, forget how to function when there’s one rose left???",0
im glad we at last have a party in opposition who are committed to taking the government to task for not making mistakes fast enough,1
like this if you own a gray bath mat I’m tryna see something,0
Just made my own pitta chips after whinging at anyone who'd listen that I can't buy them locally. So that's pitta chips and apple crumble in my culinary repertoire. SOMEONE WIFE ME.,0
"New heated socks review! Are they any good? Find out for yourself :)
https://t.co/FQ2WHrYwd2 https://t.co/mNjWOUhhTu",0
I called out an insta post for fat shaming and am now personify tell that making fun of someone having no neck is “ not making fun of someone ’ s appearance ”! !! The more you know guys!,1
Everytime I exit and reopen the Instagram app it freezes,0
extremely dangerous of chicago style to give the illusion that what i'm writing is mature and sophisticated simply because it has footnotes,0
"Teenage daughters and I learned how to play ""Cataan"" tonight.  So much fun!  @AnneWheaton, thanks to Wil and @tabletop, it was very easy to learn!  We look forward to playing again!",0
Why is asking for a letter of recommendation so embarrassing,0
i miss tsukasa.,0
"If you've been to Smoke &amp; Salt and enjoyed yourselves or if it's on your list to do, I'd be very grateful if you could spend a minute looking at our Crowdfunding page for our new (bigger and better) restaurant in Tooting, London. 
The minimum investment … https://t.co/UQGSNPZo9o https://t.co/C8rSmh3Axt",0
"My dad just said to me, “ Hey, you ’ re kinda skinny, can you slip behind the fridge to look at something? ” and it might be the nicest compliment Atomic number 53 ’ ve ever gotten. So guys, go tell your girl you think she ’ s kinda skinny 🥰",1
No but the worst type of boy is the one that wears shorts and sandals when it’s snowing and constantly reminds you that it’s not that cold,0
i want thai food Right Now :(,0
The love island producers are RINSING the Sour Album.,0
#europeansuperleague boycott it! Cancel any subscriptions and make a stand together. Don't just moan about it and do nothing!,0
look at that grin on sir alexs face man,0
uber eats is legitimately the worst thing to ever happen to my job i fucking hate it so much,0
I want to do a puzzle while drunk again,0
"Tonight @ dinner I sat by & adenylic acid; chatted w / the former prime minister of Ole Miss, a former Miss MS, & amp; the owner of the Miss America pageant Casual.",1
NOBODY TOLD ME that you can KNIT CLOTHING for the FARM ANIMALS in cottage living. This is my life now.,0
I love days when Rob works short call option and is alone at the hospital for * checks watch * 13 hours.,1
"@kazzacoey @UKLabour The old phrase that says, if you are in the middle of the road you will be run over. Starmer is stuck like a record that is stuck in the same groove and nobody wants to hear that. Also where are the policies?",0
super duper grateful to everyone i have in my life 🥰,0
when the toilet seat be warmed up for you & gt; & gt; & gt;,1
"[AD - Press Trip] The Wildfowl and Wetland Trust site at Slimbridge in Gloucestershire has long been a favourite day out for local families.

@WWTSlimbridge

Read more 👉 https://t.co/FzfBlfJdqo

#WetlandHeroes #FamilyFun #VisitGloucestershire https://t.co/G3q6OZj2T1",0
I love to pick my modules on a first come first swear out basis at the like time as everyone in my entire year on a website that hasn ’ t been updated since 1995. Thrilling ❤ ️,1
"sometimes i think life is rough, then i remember the one time i drank the starbucks witch’s brew frappachino and i feel less bad that ish nasty https://t.co/CCyloabF0l",0
set i like him or embody his hair just curly??,1
@FeeyaCruz But you get to see me?!,0
School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student ’ s education that ’ s bound by legal timelines and took coordination of 6 different schedules and you ’ re the only one who can run information technology,1
"Hearing I love you is nice and all, but has your SO ever told you to eat shit? 😍 😍 😍 ugh @ samduhclam",1
"@ adi_jord correspond, this is ridiculous, gotta cop a pair",1
"Both kiddos have a cold I don ' t feel good and now I think my former is having stomach issues, oh what a fun night!",1
I'm currently getting a Japanese straight perm so that I have the beautiful sleek hair of my dreams,0
oh you ’ re just friends? why ’ d u trim then?,1
"@ JasperSmiith @ LentonDNRA @ ShearerWest @ registrarism @ UniofNottingham @ CllrDaveTrimble @ SallyLongford @ CllrDavidMellen @ LilianGreenwood @ MyLWE @ MyNottingham Yeah just a coincidence that infection rates go upwards and down dependent on when students are in the area or not, also tallies in with the parties being attended by up to 3 times the amount of allowed attendees. Definitely not students 🤔 🤦 🏽 ‍ ♀ ️ 🙄",1
Yall ever put a splash of pickle brine in your spaghetti? Its actually not bad .@ClaussenPickles #Food,0
late night coffee cravings are tempting fate,0
Definitely the best #WWERaw  match in a long ass time. Glad Damien Priest is getting some shine.,0
@ Schlippertysch1 @ anon_opin Very good. Exactly require to work on your spelling now 👍,1
I'm glad I'm vacationing in a state where I can wear my shades the entire time without people questioning it,0
"Kings of Leon. Sex on Fire. 

That’s it. That’s the whole tweet.",0
If drugs are banned from sports why isn’t makeup banned from beauty pageants?,0
i’d like to share that i am the happiest i’ve been in a very long time,0
Can't help but feel a bit pissed off with Kane after this. It's fair he wants to leave but he signed a contract. He doesn't get to throw a hissy fit and get a transfer that is financially unjustifiable. It's an unimaginably huge privilege to play football professionally. Turn up.,0
"@MI37867601 @Christo66412045 @FIimdog @UpTheVile @JoPSmith25 @NewsForAllUK @DailyMirror I don't think they did, but I could be wrong. Jon Ronson interviewed a guest booker for the Jeremy Kyle show for his book, The Psychopath Test. There's a short exerpt of it here. It paints an ugly picture of how these guests were viewed and manipulated: https://t.co/EnbNS2xYWZ",0
wearing all manners of rings and chains bc i always have to be the sexiest person in the home depot,0
@Chris08505199 We watched this and were really saddened by the lack of deeper digging around this issue. There was an air of blame uk jobless for not stepping up. Needs a proper investigation and not a fluff piece IMO. Thanks for your tweet though.,0
"So I get an exam tomorrow, but likeee if the country exist about to turn into a war zone does it really matter??",1
Oh my what was that noise? The dog isn’t happy either! #loudbang,0
i hate when ur food starts popping like crazy in the microwave &amp; then u take it out &amp; it’s still cold😐😐😐,0
It would be nice if my organic structure would get me sleep. ..,1
i desire u sleep maybe forever maybe non lol,1
"ah yes, of the line the summertime rain pours when im on foot.",1
OH MY GOD I AM IN LOVE WITH MY FIANCÉ. https://t.co/LRukiQpXve,0
my car is acting up AGAIN for like the 3rd class in a row and I ’ m just hold out to drive it into the river at the point,1
6 more hours and then a whoppingly monumental 2days off employment! wowzers!,1
@futboIjacob @LFC @Thiago6 It literally says in the article that he’s expected back next week.,0
"Just caught Jamie talking about me with his nan, he showed her a picture he took of me and she said ""aw she's gorgeous isn't she"" MY HEART 🥺💕",0
@_Priya_R @ZebrafishRock Have you tried Steve Wilson at UCL?,0
Last by Zara fitting elbow room,1
"Not being able to sleep is a bitch.

#nofilterneeded #naturephotography #mothernatureneedsnofilter #brokenangel #itsokaynottobeokay @ Minnesota https://t.co/4PgrTHNksQ",0
I need the weekends to stop being like 20 minutes long.,0
"Mom: Jack, do you have a a lot of homework tonight?
Jack: I finished it all in school

God I miss those days",0
sry but i would rather die than listen to a single word spoken by man who simps for elon musk,0
Wow we aren’t the favourites this time? https://t.co/qKj4fKvYm3,0
The only thing I got from college is a caffeine addiction,1
"in elementary school, my parents gave me money for a book and i came home with a beta fish.",0
bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise be a liar,1
In the awkward years of being too old for the kids table but also still too young for the adults table,0
Discussing the origins of twerking in class... It all started with DJ Jubilee in NOLA #whoknew,0
I cannot put into words how incredible of a novel A Thousand Splendid Suns is wowowow thank you @khaledhosseini,0
"#NakedForMonstaX
@OfficialMonstaX 
This is a great hashtag 😂",0
Why am I not illustrious yet cos I ’ m actually fucking hilarious,1
"how do i explain to a potential roommate that i like gaudy cringey items not in a “haha this statement is so funny” but in a new-age, ironic, my life is satire, millenialcore kind of way",0
"if my emotions were a food, they’d be peeps, just show me the slightest amount of warmth and i will simultaneously melt and be on the verge of exploding",0
""" Alexa add small bananas to the shopping list. "" I ' ve added smooth armours to your shopping list. "" Gee thanks Alexa! # alexa",1
it ' five hundred be nice if missguided actually had stock for once 🙂 🙂 🙂,1
Lies we’re told: flights are the cheapest on tuesdays,0
"Ya know, I missed a lot of things during Covid, but movie theater popcorn might top the list.",0
@ devisridhar Do you know of any good chippies in the Crewe expanse?,1
I can’t believe it’s been 20 years!!! I’m still as much in love with them now as I was back then 🤣 @officialblue they gave me the most amazing friend in @AriesBabe85! 💙💙💙💙 #20yearsofBlue,0
I just had to call and explain to my bank that the 3 donations this past week to the @WWF were not fraudulent charges and that I did in fact intent to make them😅,0
Anyone selling a parklife weekend ticket??,0
Just back from seeing Bridesmaids. Surprisingly the movie was really good.,0
"I heard it might be snowing? ?? Sounds bogus, merely okay? ?? Can anyone verify? ?? ?? ?? ??",1
shut the hell up https://t.co/QeOnvsraNM,0
"@ AsdaServiceTeam imagine your delivery being 2 hours late, and imagine calling up your service team only when for them to hang up at 10pm, coincidentally the same time the office close. But it ’ s okay, my £ 3 delivery fee is being refunded though 👊 🏻",1
My stepmom really needs to go in a home #SheCrazy #NeedsToGoInTheHome,0
"Who wants a cute customised animal cushion this month to put a little sparkle back in your days. 

Here is 10% off, just because life's a bit crap at the moment, so im sending you some love xxxxx https://t.co/ENGvzpBLyt",0
victoria have a crushed leather on maluma,1
"@LASTEXITshirts That John Carpenter 📼 selection T is pure class. Yes, I'll take that one, please ♥️",0
"“I don’t have time to think about ‘color’ or be sensitive.”

That’s… that’s literally white privilege. Like, you do you, but acknowledge that your being able to do that is a privilege because aspects of your identity aren’t under constant cultural scrutiny and attack",0
HAPPY TWENTIETH @ocodom24!Eat lots of Poptarts today!!!,0
"Day 55 of Lockdown. Finally bought some jigsaw mystifier. Absolutely cannot wait for them to come, high spot of my day (maybe even year )",1
"If you prefer chipotle over moes it’s honestly a deal breaker, nothing can beat moes",0
give it forward is honestly one of the worst movies I ' ve ever seen why would would anyone make an end so sad I ' ve been crying for 30 min,1
“ it ’ s hotter in the america right now and it feels fine british people are just being dramatic 🙄 ” QUICK ar YOU SAYING THIS INSIDE UR AIR CONDITIONED HOUSE ‼ ️ ‼ ️ ‼ ️,1
sadly the only reason i stop making tiktoks is because my phone is about to die....,0
"Quarantine Mean solar day 256: Dear Ancient Greeks, atomic number 75: the blanket - wearing — I get it. # QuarantineLife",1
"too many words, not enough pictures",0
hug your loved ones right every single day. life is not promised to us so make every second count,0
Tal and I are at this crazy expensive Japanese Peruvian restaurant. The ambience is insane. Live dj. We ordered a 9 course meal. Goodbye money,0
i got a shit load of extra taco bell and yknow what when god provides we don’t ask questions,0
@ Dancruz07 Sureeeeeee you do,1
I wish i loved my body,0
"Wait didn ’ t covid go away? ? It ’ s after November third so it definitely should be gone now. .. wait. .. I ’ m confused. .. 121, 000 cases in a day? You ’ re telling me THE WHOLE WORLD didn ’ t fake a pandemic for the US election? No way. ..",1
Anyone need a body for a human sacrifice? Trying to find a valid excuse to not go to work today.,1
First official day of maternity leave and the sun is beaming! Let’s hope this is a sign of the summer to come 👏🏼☀️,0
I just wanna have the same love for life as Phil from Modern Family is that too much to ask,0
I am starting slay my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Attic. My life is perfect.,1
The amount of silence I’ve seen surrounding the topic of Palestine from some of my followers is concerning.,0
"Today the wonderful cashier lady at white creek told me that people either need to 
1. Get laid 
Or
2. Get a life",0
The sign of spinelessness: complaining to someone having a call on a bus as they're getting off. Was the person on the phone a woman alone? Of course she was. Was the person complaining an older man? Of course he was. Did I yell at him? Of course I did. Speak out for justice. ✊,0
not the first week of september already being over what the fuck,0
shoutout to the assholes at essentially every gas station rn filling up multiple gas canisters when i don ’ t even have enough gas to get home. .. 🥲,1
so @thevaccines really knocked it out of the park on this album. there are not enough words that can describe how much i love BILC. i could spend forever inside of it 🖤,0
me with an 8am chem lab on friday😭😭 https://t.co/lBF3pfsqJ2,0
"Let me guess, it has to be Charlotte Tilbury war paint. And if by chance you do take it off, use Charlotte Tilbury skincare https: / / t. atomic number 27 / 0c2IfIpy8l",1
Hell of a last second decision by Hooker!,0
# HappyBirthdayKeanuReeves Keanu Reeves is so wholesome ☺ ️,1
The NFL is rigged... change my mind 🤷🏼‍♀️,0
"Yeah I ’ m following a lot of shows the right way now, the price is right is pretty good but time of year 1 is better than season 2",1
@dunkindonuts @hannahebridges this is iconic hannah,0
That’s it for my first-ever live Twitter chat! Thanks for following along! #JMC4412,0
aw i had a dream i bought a big book of words and their meanings and now i’m awake and sad (also in the dream i was wondering around the most magical library/bookstore/gift shop???),0
My crazy doesn't go away. It's here to stay.,0
Been trying to get my young man attention. Let ’ s see how long it takes for him to see this tweet tho.,1
I accidentally made butter when trying to whip cream this morning and I think that ’ s a great representation of how I ’ ve reached my capacity for working from home,1
"My uber driver talked about the failing American education system, the American dream, and doing acid in Amsterdam all in a 10 minute span",0
Our kids/grandkids will have to remember today’s date for a US history test 😅,0
"well?
where were you, mcu peeps? https://t.co/ZCIvKHY2Va",0
some people are so cucked by the royals and for what lmao,0
Roses are Red Violets are Blue My first have it off was Championship Manager Tommy Svindal Larsen and Kennedy Bakircioglu # HappyValentinesDay,1
As if some people left the cinema during Super Trooper I am so offended 🤯,0
"just asked a patient if she'd like to schedule for the same time next week and she said ""no, but it was nice meeting you.""

well.... fair enough 😅",0
